runtime,release_date,imdb_id,original_title,genres,vote_average,budget,cast,production_companies,release_year,revenue,director
104,11/13/2015,3722070,The Lady in the Van,Comedy|Drama,5.9,6000000,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,BBC Films|TriStar Productions,"2015""",41387687,Nicholas Hytner
109,11/10/2015,"
tt1976009",Victor Frankenstein,Drama|Science Fiction|Thriller,5.5,40000000,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,2015,34227298,Paul McGuigan
100,7/10/2015,3623726,Ricki and the Flash,Comedy|Drama|Music,5.5,18000000,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Columbia TriStar|Clinica Estetico|LStar Capital,"2015""",41325328,Jonathan Demme
97,3/27/2015,3862750,The Perfect Guy,Drama|Comedy,5.9,12000000,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley,Scott Rudin Productions|A24,2015,60273173,David M. Rosenthal
100,3/26/2015,2561572,Get Hard,Comedy,5.9,40000000,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Gary Sanchez Productions|Warner Bros.,"2015""",106511453,Etan Cohen
106,10/16/2015,"
tt3077214",Suffragette,Drama|History,7.1,14000000,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Ruby Films|PathГѓВ©|Film4,2015,16002420,Sarah Gavron
96,8/26/2015,3787590,We Are Your Friends,Drama|Music|Romance,6.2,6000000,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Working Title Films,"2015""",11122090,Max Joseph
106,4/23/2015,"
tt1810683",Little Boy,Comedy|Drama|War,7.1,20000000,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Metanoia Films,2015,6420319,Alejandro Monteverde
105,5/27/2015,"
tt1243974",Aloha,Adventure|Comedy|Romance,5.2,37000000,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,2015,26250020,Cameron Crowe
108,9/11/2015,1018765,Our Brand Is Crisis,Drama|Comedy,5.7,28000000,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,Participant Media|Smokehouse Pictures,"2015""",7002261,David Gordon Green
100,10/22/2015,3164256,Rock the Kasbah,Comedy|Music|War,5.1,15000000,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,"2015""",3020664,Barry Levinson
104,9/2/2015,1178665,A Walk in the Woods,Drama|Adventure|Comedy,5.4,8000000,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal,Wildwood Enterprises|Route One Films,"2015""",35991087,Ken Kwapis
90,3/5/2015,2358925,Unfinished Business,Comedy,4.9,35000000,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,"2015""",14431253,Ken Scott
121,1/30/2015,2883434,Black or White,Drama,6.7,9000000,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,Treehouse Pictures,"2015""",21571189,Mike Binder
119,10/22/2015,3614530,Jem and the Holograms,Drama|Music|Adventure|Fantasy,5.7,5000000,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,"2015""",2333684,Jon M. Chu
169,11/5/2014,"
tt0816692",Interstellar,Adventure|Drama|Science Fiction,8.0,165000000,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,2014,621752480,Christopher Nolan
121,7/30/2014,2015381,Guardians of the Galaxy,Action|Science Fiction|Adventure,7.9,170000000,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,"2014""",773312399,James Gunn
136,3/20/2014,1843866,Captain America: The Winter Soldier,Action|Adventure|Science Fiction,7.6,170000000,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,Marvel Studios,"2014""",714766572,Joe Russo|Anthony Russo
101,10/22/2014,2911666,John Wick,Action|Thriller,7.0,20000000,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,Thunder Road Pictures|Warner Bros.|87Eleven|DefyNite Films|MJW Films,"2014""",78739897,Chad Stahelski|David Leitch
123,11/18/2014,"
tt1951265",The Hunger Games: Mockingjay - Part 1,Science Fiction|Adventure|Thriller,6.6,125000000,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,Lionsgate|Color Force,2014,752100229,Francis Lawrence
144,12/10/2014,2310332,The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,7.1,250000000,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,WingNut Films|New Line Cinema|3Foot7|Metro-Goldwyn-Mayer (MGM),"2014""",955119788,Peter Jackson
102,10/24/2014,2245084,Big Hero 6,Adventure|Family|Animation|Action|Comedy,7.8,165000000,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,Walt Disney Pictures|Walt Disney Animation Studios,"2014""",652105443,Don Hall|Chris Williams
113,11/14/2014,2084970,The Imitation Game,History|Drama|Thriller|War,8.0,14000000,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Black Bear Pictures|Bristol Automotive,"2014""",233555708,Morten Tyldum
113,9/10/2014,1790864,The Maze Runner,Action|Mystery|Science Fiction|Thriller,7.0,34000000,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,Ingenious Media|Twentieth Century Fox Film Corporation|Gotham Group|Dayday Films|Temple Hill Entertainment,"2014""",348319861,Wes Ball
119,10/17/2014,2562232,Birdman,Drama|Comedy,7.3,18000000,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,Worldview Entertainment|New Regency Pictures|TSG Entertainment|Le Grisbi Productions|M Productions,"2014""",103215094,Alejandro GonzГѓВЎlez IГѓВ±ГѓВЎrritu
145,10/1/2014,2267998,Gone Girl,Mystery|Thriller|Drama,7.9,61000000,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Pacific Standard|TSG Entertainment,"2014""",369330363,David Fincher
135,10/15/2014,2713180,Fury,War|Drama|Action,7.4,68000000,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeГѓВ±a|Jon Bernthal,Columbia Pictures|QED International|Crave Films|LStar Capital|Huayi Brothers Media,"2014""",211817906,David Ayer
97,12/17/2014,2692250,Night at the Museum: Secret of the Tomb,Adventure|Comedy|Fantasy|Family,6.1,127000000,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment|Moving Picture Company (MPC)|TSG Entertainment,"2014""",349424282,Shawn Levy
139,3/14/2014,1840309,Divergent,Action|Science Fiction|Thriller,6.9,85000000,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,Summit Entertainment|Red Wagon Entertainment,"2014""",288747895,Neil Burger
131,5/15/2014,1877832,X-Men: Days of Future Past,Action|Adventure|Fantasy|Science Fiction,7.6,250000000,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,"2014""",746000000,Bryan Singer
89,7/14/2014,2872732,Lucy,Action|Science Fiction,6.3,40000000,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|CinГѓВ©+,"2014""",463360063,Luc Besson
101,8/7/2014,"
tt1291150",Teenage Mutant Ninja Turtles,Science Fiction|Action|Adventure|Fantasy|Comedy,5.8,125000000,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,Paramount Pictures|Nickelodeon Movies|Platinum Dunes,2014,477200000,Jonathan Liebesman
97,7/17/2014,1956620,Sex Tape,Comedy,5.3,40000000,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,Escape Artists|Media Rights Capital|Sony Pictures Entertainment (SPE)|LStar Capital,"2014""",126069509,Jake Kasdan
117,10/23/2014,2872718,Nightcrawler,Crime|Drama|Thriller,7.6,8500000,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,Bold Films|Sierra / Affinity,"2014""",38697217,Dan Gilroy
165,6/25/2014,2109248,Transformers: Age of Extinction,Science Fiction|Action|Adventure,5.9,210000000,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro,"2014""",245500000,Michael Bay
99,2/26/2014,2278388,The Grand Budapest Hotel,Comedy|Drama,7.9,30000000,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,Fox Searchlight Pictures|Scott Rudin Productions|Studio Babelsberg|Indian Paintbrush|TSG Entertainment,"2014""",174600318,Wes Anderson
130,6/26/2014,2103281,Dawn of the Planet of the Apes,Science Fiction|Action|Drama|Thriller,7.4,170000000,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,Ingenious Media|Chernin Entertainment|TSG Entertainment,"2014""",708200000,Matt Reeves
132,9/24/2014,0455944,The Equalizer,Thriller|Action|Crime,7.2,55000000,Denzel Washington|Marton Csokas|ChloГѓВ« Grace Moretz|David Harbour|Haley Bennett,Columbia Pictures|Village Roadshow Pictures|Escape Artists|Mace Neufeld Productions|LStar Capital,"2014""",192330738,Antoine Fuqua
108,11/26/2014,2170439,Horrible Bosses 2,Comedy,6.1,42000000,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,New Line Cinema|BenderSpink|RatPac Entertainment,"2014""",106645357,Sean Anders
142,4/16/2014,1872181,The Amazing Spider-Man 2,Action|Adventure|Fantasy,6.6,200000000,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,"2014""",705717432,Marc Webb
113,5/27/2014,1631867,Edge of Tomorrow,Action|Science Fiction,7.7,178000000,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,Village Roadshow Pictures|Warner Bros.|Viz Media|Province of British Columbia Production Services Tax Credit|3 Arts Entertainment,"2014""",370541256,Doug Liman
112,12/25/2014,2788710,The Interview,Action|Comedy,6.1,44000000,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,Columbia TriStar,"2014""",11305175,Evan Goldberg|Seth Rogen
134,12/11/2014,2179136,American Sniper,War|Action,7.5,58800000,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,"2014""",542307423,Clint Eastwood
153,12/3/2014,1528100,Exodus: Gods and Kings,Adventure|Drama|Action,5.6,140000000,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,Scott Free Productions|Chernin Entertainment|Babieka|Volcano Films,"2014""",268031828,Ridley Scott
123,5/14/2014,0831387,Godzilla,Action|Science Fiction|Thriller,6.2,160000000,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,Toho Company|Legendary Pictures|Warner Bros.|Disruption Entertainment|RatPac-Dune Entertainment,"2014""",529076069,Gareth Edwards
97,5/28/2014,1587310,Maleficent,Fantasy|Adventure|Action|Family|Romance,7.0,180000000,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Walt Disney Pictures|Roth Films,"2014""",758410378,Robert Stromberg
108,8/27/2014,"
tt2402157",The November Man,Crime|Action|Thriller,6.0,15000000,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,Irish Dreamtime|Relativity Media|SPD Films,2014,32556119,Roger Donaldson
89,10/24/2014,"
tt1204977",Ouija,Horror,4.9,5000000,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,Universal Pictures|Platinum Dunes|Media Rights Capital|Hasbro|Blumhouse Productions,2014,102529779,Stiles White
102,6/12/2014,1646971,How to Train Your Dragon 2,Fantasy|Action|Adventure|Animation|Comedy,7.7,145000000,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,DreamWorks Animation|Mad Hatter Entertainment,"2014""",609123048,Dean DeBlois
127,8/4/2014,2333784,The Expendables 3,Action|Adventure|Thriller,6.2,90000000,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,Davis-Films|Nu Image Films|LionsGate|Millennium Films|Ex3 Productions,"2014""",206172544,Patrick Hughes
100,2/6/2014,1490017,The Lego Movie,Adventure|Fantasy|Animation|Comedy|Action,7.5,60000000,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,Village Roadshow Pictures|DC Comics|Vertigo Entertainment|Lin Pictures|Warner Bros. Animation,"2014""",469160692,Phil Lord|Christopher Miller
102,12/12/2014,1121096,Seventh Son,Adventure|Fantasy,5.1,95000000,Jeff Bridges|Julianne Moore|Ben Barnes|Alicia Vikander|Kit Harington,Legendary Pictures|Thunder Road Pictures|Outlaw Sinema|Moving Picture Company (MPC)|Pendle Mountain Productions,"2014""",114178613,Sergey Bodrov
123,11/26/2014,"
tt2980516",The Theory of Everything,Drama|Romance,7.8,15000000,Eddie Redmayne|Felicity Jones|Harry Lloyd|David Thewlis|Emily Watson,Working Title Films,2014,121201940,James Marsh
104,8/13/2014,1924435,Let's Be Cops,Comedy,6.4,17000000,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,Twentieth Century Fox Film Corporation|WideAwake|Genre Films,"2014""",136621271,Luke Greenfield
92,10/1/2014,0829150,Dracula Untold,Horror|Action|Drama|Fantasy|War,6.1,70000000,Luke Evans|Sarah Gadon|Dominic Cooper|Art Parkinson|Charles Dance,Universal Pictures|Legendary Pictures|Fuji Television Network|Dentsu|Michael De Luca Productions,"2014""",215529201,Gary Shore
92,11/22/2014,1911658,Penguins of Madagascar,Family|Animation|Adventure|Comedy,6.5,132000000,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,DreamWorks Animation,"2014""",373552094,Simon J. Smith|Eric Darnell
125,12/25/2014,2180411,Into the Woods,Fantasy|Comedy|Music,5.6,50000000,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,"2014""",212902372,Rob Marshall
102,3/5/2014,1253863,300: Rise of an Empire,Action|War,6.1,110000000,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.|Nimar Studios,"2014""",337580051,Noam Murro
94,8/11/2014,0435651,The Giver,Drama|Science Fiction,6.3,25000000,Jeff Bridges|Meryl Streep|Brenton Thwaites|Odeya Rush|Alexander SkarsgГѓВҐrd,The Weinstein Company|Walden Media|Tonik Productions|Asis Productions,"2014""",66980456,Phillip Noyce
112,6/5/2014,2294449,22 Jump Street,Crime|Comedy|Action,7.0,50000000,Jonah Hill|Channing Tatum|Dave Franco|Ice Cube|Nick Offerman,Columbia Pictures|Original Film|Media Rights Capital|Metro-Goldwyn-Mayer (MGM)|Cannell Studios,"2014""",188441614,Phil Lord|Christopher Miller
113,9/18/2014,"
tt0365907",A Walk Among the Tombstones,Crime|Drama|Mystery|Thriller,6.2,28000000,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Adam David Thompson,Double Feature Films|Jersey Films|1984 Private Defense Contractors|Cross Creek Pictures|Exclusive Media Group,2014,53181600,Scott Frank
95,11/27/2014,1109624,Paddington,Comedy,7.1,55000000,Nicole Kidman|Peter Capaldi|Ben Whishaw|Michael Gambon|Imelda Staunton,The Weinstein Company|StudioCanal|TF1 Films Production|Canal+|Heyday Films,"2014""",259207227,Paul King
102,9/7/2014,3442006,Cake,Drama,6.1,7000000,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,Echo Films|We're Not Brothers Productions|Cinelou Films,"2014""",2360281,Daniel Barnz
115,5/8/2014,2883512,Chef,Comedy,7.2,11000000,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,Open Road Films|Aldamisa Entertainment|Kilburn Media|Fetisov Teterin Films,"2014""",45967935,Jon Favreau
104,7/17/2014,2975578,The Purge: Anarchy,Horror|Thriller,6.6,9000000,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|ZoГѓВ« Borde,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions|5150 Action,"2014""",108782847,James DeMonaco
110,10/3/2014,"
tt2467046",Left Behind,Thriller|Action|Science Fiction,3.8,16000000,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,Stoney Lake Entertainment,2014,19682924,Vic Armstrong
125,12/30/2014,2937898,A Most Violent Year,Action|Thriller|Crime|Drama,6.4,20000000,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,Participant Media|Imagenation Abu Dhabi FZ|FilmNation Entertainment|Before the Door Pictures|Washington Square Films,"2014""",12007070,J.C. Chandor
99,7/23/2014,1267297,Hercules,Action|Adventure,5.6,100000000,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,Paramount Pictures|Metro-Goldwyn-Mayer (MGM)|Radical Studios|Flynn Picture Company,"2014""",243400000,Brett Ratner
139,3/20/2014,"
tt1959490",Noah,Drama|Adventure,5.5,125000000,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,Paramount Pictures|Regency Enterprises|Protozoa Pictures|Disruption Entertainment,2014,362637473,Darren Aronofsky
141,10/8/2014,1872194,The Judge,Drama,7.2,50000000,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,Village Roadshow Pictures|Warner Bros.|Big Kid Pictures|Team Downey,"2014""",83719388,David Dobkin
117,5/21/2014,1086772,Blended,Comedy,6.7,40000000,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,Happy Madison Productions|Karz Entertainment|Warner Bros.|Gulfstream Pictures,"2014""",123494610,Frank Coraci
96,5/8/2014,"
tt2004420",Neighbors,Comedy,6.2,18000000,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,Universal Pictures|Point Grey Pictures|Good Universe,2014,268157400,Nicholas Stoller
106,8/21/2014,1355630,If I Stay,Drama,7.2,11000000,ChloГѓВ« Grace Moretz|Jamie Blackley|Liana Liberato|Mireille Enos|Stacy Keach,New Line Cinema|Metro-Goldwyn-Mayer (MGM),"2014""",78874843,R.J. Cutler
112,7/16/2014,2626350,Step Up All In,Romance|Drama|Music,6.7,45000000,Ryan Guzman|Briana Evigan|Stephen Boss|Misha Gabriel|Izabella Miko,Summit Entertainment|Offspring Entertainment,"2014""",86165646,Trish Sie
125,5/16/2014,2582846,The Fault in Our Stars,Romance|Drama,7.8,12000000,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,Fox 2000 Pictures|Temple Hill Entertainment|TSG Entertainment,"2014""",305151265,Josh Boone
99,1/17/2014,1408253,Ride Along,Action|Comedy,6.1,25000000,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,Universal Pictures|Rainforest Films|Cube Vision|Relativity Media,"2014""",153997819,Tim Story
148,12/25/2014,1791528,Inherent Vice,Comedy|Romance|Crime|Drama|Mystery,6.3,20000000,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,Ghoulardi Film Company|Warner Bros.,"2014""",11110975,Paul Thomas Anderson
105,1/15/2014,1205537,Jack Ryan: Shadow Recruit,Action|Drama|Thriller,5.9,60000000,Chris Pine|Keira Knightley|Kevin Costner|Nonso Anozie|Gemma Chan,Paramount Pictures|Di Bonaventura Pictures|Mace Neufeld Productions|Skydance Productions|Etalon film,"2014""",50549107,Kenneth Branagh
106,1/26/2014,2024469,Non-Stop,Action|Thriller|Mystery,6.8,50000000,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE),"2014""",222809600,Jaume Collet-Serra
97,8/28/2014,2397535,Predestination,Science Fiction|Thriller,7.2,5500000,Ethan Hawke|Sarah Snook|Noah Taylor|Christopher Kirby|Madeleine West,Screen Australia|Screen Queensland|Blacklab Entertainment|Wolfhound Pictures,"2014""",3000000,Michael Spierig|Peter Spierig
102,1/30/2014,1234721,RoboCop,Science Fiction|Action,5.7,120000000,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,Columbia Pictures|Strike Entertainment|Metro-Goldwyn-Mayer (MGM),"2014""",239379423,JosГѓВ© Padilha
119,4/16/2014,2209764,Transcendence,Thriller|Science Fiction|Drama|Mystery,5.9,100000000,Johnny Depp|Paul Bettany|Rebecca Hall|Kate Mara|Morgan Freeman,Alcon Entertainment|Syncopy|DMG Entertainment|Straight Up Films,"2014""",103039258,Wally Pfister
109,4/16/2014,2203939,The Other Woman,Comedy|Romance,6.2,40000000,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,Twentieth Century Fox Film Corporation|LBI Productions,"2014""",196781193,Nick Cassavetes
